id,student_id,tenant_id,accessed_at,ip,user_agent
8ebf3c85-cac4-4c9b-b5ad-d5ab5e9740b2,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-25 18:57:44.576947+00,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
a5ab52fd-5712-42d5-8983-958ec3c205de,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-25 19:27:25.861925+00,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:152.0) Gecko/20100101 Firefox/152.0
878bb6f2-8a12-4090-b079-93bf001e689d,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-25 19:29:42.235534+00,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:152.0) Gecko/20100101 Firefox/152.0
389995f1-8e98-47bf-b38a-327f31c523bb,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-25 19:30:42.51072+00,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:152.0) Gecko/20100101 Firefox/152.0
086b05d4-e356-445d-8d16-d629617cb39d,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-25 19:39:40.155865+00,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
181657c0-6ffc-4fb3-b5fd-b9a79f619a7c,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-25 19:41:50.924406+00,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
d6e48211-aede-418c-a76d-9c55ab85ba0c,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-06-26 16:02:48.857539+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/149.0.7827.137 Mobile/15E148 Safari/604.1"
3684da6e-7e02-42e0-9737-5c87b0d4767d,ea035fe3-268c-4552-b69d-c42f728de1d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 11:51:10.745616+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
ea10a4ef-fb63-4f65-a743-73722f281fde,ea035fe3-268c-4552-b69d-c42f728de1d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 11:52:18.356725+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/149.0.7827.137 Mobile/15E148 Safari/604.1"
156e0163-84ad-4611-b141-a24e34179d93,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 11:53:41.373007+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
d9f53068-bc13-497c-ab24-b5c198aa609e,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 12:26:57.070905+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
f90ec7bb-36bf-4c69-9a9d-a8c803fd8c7b,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 12:29:34.738784+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
6366a428-8f98-4393-ad97-3983becff5c5,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 12:35:02.903229+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
6a79b1cb-9c4d-4ea8-8d67-f5e7a030c441,ea035fe3-268c-4552-b69d-c42f728de1d4,82728988-d739-4851-8718-cb574126d861,2026-07-02 21:22:15.200548+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_6_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/149.0.7827.137 Mobile/15E148 Safari/604.1"
0801d51c-697f-45de-aad1-029b890a9af0,0e09ea1b-582d-4736-bd35-a0777a5014d4,82728988-d739-4851-8718-cb574126d861,2026-07-07 19:09:29.112742+00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
1b3b70d4-821f-441a-8a1d-6529b2673d12,fe83c5e0-f3ed-40c7-a880-0fafc59b36e7,82728988-d739-4851-8718-cb574126d861,2026-08-03 12:41:37.523954+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/153.1 Mobile/15E148 Safari/604.1"
f547b19d-f98c-4c61-983c-8ea1a9aabe0d,fcd3fa75-6fa7-45a6-b9f7-b803ffc0b9c6,82728988-d739-4851-8718-cb574126d861,2026-08-03 12:43:23.639562+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/153.1 Mobile/15E148 Safari/604.1"
dc0275d7-9364-47cc-90b3-cc551f58ac5d,fcd3fa75-6fa7-45a6-b9f7-b803ffc0b9c6,82728988-d739-4851-8718-cb574126d861,2026-08-03 12:43:41.448097+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1"
eba646e6-981a-4200-a439-7cc275815259,fcd3fa75-6fa7-45a6-b9f7-b803ffc0b9c6,82728988-d739-4851-8718-cb574126d861,2026-08-03 13:41:40.143236+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/150.0.7871.113 Mobile/15E148 Safari/604.1"
5402aa42-d369-4537-9bbb-405b5f01692f,0820c748-d8fa-4b04-9680-3d878ba0182f,82728988-d739-4851-8718-cb574126d861,2026-08-03 14:13:21.393979+00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"
266466f2-b403-4702-9335-be216ff0f02b,7b49a8b0-3380-4ac3-9d75-4414148aaaf8,82728988-d739-4851-8718-cb574126d861,2026-08-03 14:14:34.557516+00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"
c09dce2e-238a-4153-ace7-dc504338dd64,fcd3fa75-6fa7-45a6-b9f7-b803ffc0b9c6,82728988-d739-4851-8718-cb574126d861,2026-08-03 23:03:31.677301+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/153.1 Mobile/15E148 Safari/604.1"
c34c3396-f7a4-4a78-93f6-cc45016ba6b0,7b49a8b0-3380-4ac3-9d75-4414148aaaf8,82728988-d739-4851-8718-cb574126d861,2026-09-01 10:09:40.176023+00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"
c8dbdace-a592-4418-af8c-c0f9743f2f36,7b49a8b0-3380-4ac3-9d75-4414148aaaf8,82728988-d739-4851-8718-cb574126d861,2026-09-01 10:11:52.54492+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.1 Mobile/15E148 Safari/604.1"
7ca17f44-3698-47f8-8007-fc45b9c82362,7b49a8b0-3380-4ac3-9d75-4414148aaaf8,82728988-d739-4851-8718-cb574126d861,2026-09-01 21:03:18.281324+00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.1 Mobile/15E148 Safari/604.1"
83289080-a698-4dc3-88e8-b587c31e7147,92e5bfee-b212-4d38-bce7-e012a0bf44de,82728988-d739-4851-8718-cb574126d861,2026-09-03 12:19:05.591952+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0
d263d181-8860-4191-92da-e82a99a70bc2,ea035fe3-268c-4552-b69d-c42f728de1d4,82728988-d739-4851-8718-cb574126d861,2026-09-08 18:40:22.328792+00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36"
a541c348-bc04-4d3f-adf4-13a3ed81742f,7b49a8b0-3380-4ac3-9d75-4414148aaaf8,82728988-d739-4851-8718-cb574126d861,2026-09-11 09:36:31.622129+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0
34f6d9f3-2ab6-44d4-9dae-e9ab7b9a1140,fcd3fa75-6fa7-45a6-b9f7-b803ffc0b9c6,82728988-d739-4851-8718-cb574126d861,2026-09-12 11:41:57.62533+00,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36"
f3837127-1010-4b2d-95db-e305999c4531,ee2d0a97-4ac2-4aed-b0c8-93325a5056e3,82728988-d739-4851-8718-cb574126d861,2026-09-14 09:30:13.703565+00,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0
